Territory,County,Address,Max.Sim.CCS,Max.Sim.CHAd eMo,Max.Sim.Fast AC,Max.Sim. AC Socket,CCS kWs,CHAd eMO kWs,AC Fast kWs,AC Socket kWs,Latitude,Longitude,Open Hours,Route / Exit
26/10/2019,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
10/12/2018,,,,,,,,,,,,,,
16/10/2019,,,,,,,,,,,,,,
12/03/2020,,,,,,,,,,,,,,
01/03/2021,,,,,,,,,,,,,,
18/10/2019,,,,,,,,,,,,,,
11/03/2021,,,,,,,,,,,,,,
27/03/2024,,,,,,,,,,,,,,
30/03/2023,,,,,,,,,,,,,,
02/11/2020,,,,,,,,,,,,,,
27/05/2020,,,,,,,,,,,,,,
20/07/2023,,,,,,,,,,,,,,
17/10/2023,,,,,,,,,,,,,,
22/07/2021,,,,,,,,,,,,,,
24/01/2020,,,,,,,,,,,,,,
07/01/2021,,,,,,,,,,,,,,
16/04/2018,,,,,,,,,,,,,,
22/01/2020,,,,,,,,,,,,,,
25/03/2020,,,,,,,,,,,,,,
10/01/2020,,,,,,,,,,,,,,
10/09/2021,,,,,,,,,,,,,,
15/06/2020,,,,,,,,,,,,,,
03/06/2020,,,,,,,,,,,,,,
03/07/2018,,,,,,,,,,,,,,
03/02/2021,,,,,,,,,,,,,,
13/08/2020,,,,,,,,,,,,,,
26/02/2021,,,,,,,,,,,,,,
30/07/2020,,,,,,,,,,,,,,
25/05/2020,,,,,,,,,,,,,,
23/07/2020,,,,,,,,,,,,,,
11/02/2021,,,,,,,,,,,,,,
07/08/2020,,,,,,,,,,,,,,
08/12/2023,,,,,,,,,,,,,,
05/12/2019,,,,,,,,,,,,,,
13/11/2020,,,,,,,,,,,,,,
03/11/2020,,,,,,,,,,,,,,
10/05/2018,,,,,,,,,,,,,,
29/10/2020,,,,,,,,,,,,,,
23/12/2020,,,,,,,,,,,,,,
29/11/2019,,,,,,,,,,,,,,
13/04/2021,,,,,,,,,,,,,,
03/12/2019,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
25/07/2018,,,,,,,,,,,,,,
18/12/2023,,,,,,,,,,,,,,
10/08/2023,,,,,,,,,,,,,,
03/12/2019,,,,,,,,,,,,,,
08/01/2020,,,,,,,,,,,,,,
04/08/2023,,,,,,,,,,,,,,
26/05/2022,,,,,,,,,,,,,,
31/07/2020,,,,,,,,,,,,,,
25/06/2018,,,,,,,,,,,,,,
02/11/2019,,,,,,,,,,,,,,
07/01/2020,,,,,,,,,,,,,,
14/10/2020,,,,,,,,,,,,,,
19/05/2020,,,,,,,,,,,,,,
09/08/2018,,,,,,,,,,,,,,
09/10/2019,,,,,,,,,,,,,,
20/03/2020,,,,,,,,,,,,,,
07/01/2020,,,,,,,,,,,,,,
11/12/2019,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
08/10/2019,,,,,,,,,,,,,,
04/05/2023,,,,,,,,,,,,,,
11/05/2021,,,,,,,,,,,,,,
26/01/2021,,,,,,,,,,,,,,
10/05/2023,,,,,,,,,,,,,,
20/04/2021,,,,,,,,,,,,,,
22/02/2021,,,,,,,,,,,,,,
06/11/2019,,,,,,,,,,,,,,
13/03/2020,,,,,,,,,,,,,,
06/11/2019,,,,,,,,,,,,,,
19/05/2022,,,,,,,,,,,,,,
16/07/2018,,,,,,,,,,,,,,
14/04/2021,,,,,,,,,,,,,,
09/12/2020,,,,,,,,,,,,,,
11/11/2019,,,,,,,,,,,,,,
01/09/2020,,,,,,,,,,,,,,
16/08/2021,,,,,,,,,,,,,,
18/11/2019,,,,,,,,,,,,,,
25/06/2020,,,,,,,,,,,,,,
15/03/2021,,,,,,,,,,,,,,
21/02/2024,,,,,,,,,,,,,,
14/12/2017,,,,,,,,,,,,,,
01/04/2021,,,,,,,,,,,,,,
18/10/2023,,,,,,,,,,,,,,
18/12/2020,,,,,,,,,,,,,,
18/12/2020,,,,,,,,,,,,,,
13/03/2021,,,,,,,,,,,,,,
29/11/2019,,,,,,,,,,,,,,
22/07/2021,,,,,,,,,,,,,,
29/11/2019,,,,,,,,,,,,,,
08/01/2021,,,,,,,,,,,,,,
10/10/2019,,,,,,,,,,,,,,
25/03/2021,,,,,,,,,,,,,,
25/07/2023,,,,,,,,,,,,,,
16/10/2019,,,,,,,,,,,,,,
02/06/2020,,,,,,,,,,,,,,
16/10/2019,,,,,,,,,,,,,,
08/04/2021,,,,,,,,,,,,,,
11/01/2024,,,,,,,,,,,,,,
31/10/2019,,,,,,,,,,,,,,
05/03/2020,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
11/02/2021,,,,,,,,,,,,,,
09/11/2019,,,,,,,,,,,,,,
14/07/2020,,,,,,,,,,,,,,
06/07/2023,,,,,,,,,,,,,,
13/10/2020,,,,,,,,,,,,,,
23/10/2020,,,,,,,,,,,,,,
15/01/2019,,,,,,,,,,,,,,
09/05/2018,,,,,,,,,,,,,,
27/11/2019,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
26/10/2019,,,,,,,,,,,,,,
12/11/2019,,,,,,,,,,,,,,
19/03/2021,,,,,,,,,,,,,,
04/03/2021,,,,,,,,,,,,,,
21/12/2020,,,,,,,,,,,,,,
02/04/2021,,,,,,,,,,,,,,
12/02/2020,,,,,,,,,,,,,,
05/07/2018,,,,,,,,,,,,,,
05/12/2019,,,,,,,,,,,,,,
28/10/2019,,,,,,,,,,,,,,
30/11/2020,,,,,,,,,,,,,,
22/01/2020,,,,,,,,,,,,,,
22/09/2020,,,,,,,,,,,,,,
28/11/2023,,,,,,,,,,,,,,
12/03/2020,,,,,,,,,,,,,,
08/08/2023,,,,,,,,,,,,,,
15/10/2019,,,,,,,,,,,,,,
18/02/2021,,,,,,,,,,,,,,
12/03/2021,,,,,,,,,,,,,,
15/01/2019,,,,,,,,,,,,,,
12/03/2021,,,,,,,,,,,,,,
17/09/2021,,,,,,,,,,,,,,
28/05/2020,,,,,,,,,,,,,,
05/02/2020,,,,,,,,,,,,,,
29/09/2023,,,,,,,,,,,,,,
05/06/2020,,,,,,,,,,,,,,
11/09/2020,,,,,,,,,,,,,,
15/03/2021,,,,,,,,,,,,,,
13/04/2021,,,,,,,,,,,,,,
15/10/2019,,,,,,,,,,,,,,
27/09/2021,,,,,,,,,,,,,,
11/12/2019,,,,,,,,,,,,,,
14/08/2021,,,,,,,,,,,,,,
03/01/2019,,,,,,,,,,,,,,
03/01/2020,,,,,,,,,,,,,,
28/11/2019,,,,,,,,,,,,,,
16/04/2021,,,,,,,,,,,,,,
28/03/2019,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
25/10/2019,,,,,,,,,,,,,,
01/10/2020,,,,,,,,,,,,,,
06/11/2019,,,,,,,,,,,,,,
30/01/2019,,,,,,,,,,,,,,
15/04/2021,,,,,,,,,,,,,,
18/03/2021,,,,,,,,,,,,,,
18/09/2020,,,,,,,,,,,,,,
04/03/2021,,,,,,,,,,,,,,
06/11/2020,,,,,,,,,,,,,,
03/03/2021,,,,,,,,,,,,,,
29/01/2020,,,,,,,,,,,,,,
14/11/2019,,,,,,,,,,,,,,
21/05/2020,,,,,,,,,,,,,,
24/06/2021,,,,,,,,,,,,,,
18/09/2020,,,,,,,,,,,,,,
18/01/2021,,,,,,,,,,,,,,
12/08/2020,,,,,,,,,,,,,,
15/05/2021,,,,,,,,,,,,,,
22/03/2024,,,,,,,,,,,,,,
20/07/2021,,,,,,,,,,,,,,
25/05/2020,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
08/09/2020,,,,,,,,,,,,,,
08/03/2022,,,,,,,,,,,,,,
17/05/2021,,,,,,,,,,,,,,
18/07/2023,,,,,,,,,,,,,,
21/04/2021,,,,,,,,,,,,,,
05/11/2019,,,,,,,,,,,,,,
26/08/2020,,,,,,,,,,,,,,
09/08/2021,,,,,,,,,,,,,,
05/01/2024,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
30/11/2023,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
06/09/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
12/03/2024,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
08/11/2023,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
08/01/2024,,,,,,,,,,,,,,
06/03/2024,,,,,,,,,,,,,,
11/03/2024,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
19/11/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
18/02/2022,,,,,,,,,,,,,,
20/11/2023,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
15/09/2021,,,,,,,,,,,,,,
10/09/2021,,,,,,,,,,,,,,
13/09/2021,,,,,,,,,,,,,,
22/08/2019,,,,,,,,,,,,,,
14/09/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
26/10/2021,,,,,,,,,,,,,,
19/02/2022,,,,,,,,,,,,,,
22/10/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
23/11/2021,,,,,,,,,,,,,,
12/01/2024,,,,,,,,,,,,,,
15/12/2023,,,,,,,,,,,,,,
20/11/2023,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
27/10/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
29/10/2021,,,,,,,,,,,,,,
16/09/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
20/09/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
10/11/2023,,,,,,,,,,,,,,
17/02/2022,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
05/11/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
18/05/2022,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
24/11/2023,,,,,,,,,,,,,,
05/01/2024,,,,,,,,,,,,,,
15/11/2023,,,,,,,,,,,,,,
03/09/2021,,,,,,,,,,,,,,
14/12/2023,,,,,,,,,,,,,,
14/12/2023,,,,,,,,,,,,,,
12/01/2024,,,,,,,,,,,,,,
17/11/2023,,,,,,,,,,,,,,
12/12/2023,,,,,,,,,,,,,,
12/12/2023,,,,,,,,,,,,,,
10/01/2024,,,,,,,,,,,,,,
24/06/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
01/12/2023,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
08/01/2024,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
19/12/2023,,,,,,,,,,,,,,
29/11/2021,,,,,,,,,,,,,,
14/06/2021,,,,,,,,,,,,,,
10/06/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
09/11/2022,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
04/01/2024,,,,,,,,,,,,,,
04/01/2024,,,,,,,,,,,,,,
22/02/2024,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
06/11/2023,,,,,,,,,,,,,,
22/02/2024,,,,,,,,,,,,,,
21/02/2024,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
05/06/2022,,,,,,,,,,,,,,
14/11/2023,,,,,,,,,,,,,,
04/12/2023,,,,,,,,,,,,,,
29/03/2024,,,,,,,,,,,,,,
08/09/2021,,,,,,,,,,,,,,
05/03/2024,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
22/11/2023,,,,,,,,,,,,,,
06/03/2024,,,,,,,,,,,,,,
29/03/2022,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
15/11/2021,,,,,,,,,,,,,,
04/12/2023,,,,,,,,,,,,,,
04/03/2024,,,,,,,,,,,,,,
16/11/2021,,,,,,,,,,,,,,
17/05/2023,,,,,,,,,,,,,,
21/10/2021,,,,,,,,,,,,,,
06/12/2023,,,,,,,,,,,,,,
29/02/2024,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
03/11/2021,,,,,,,,,,,,,,
17/11/2023,,,,,,,,,,,,,,
21/09/2021,,,,,,,,,,,,,,
09/06/2021,,,,,,,,,,,,,,
21/09/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
15/11/2021,,,,,,,,,,,,,,
21/04/2023,,,,,,,,,,,,,,
16/06/2022,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
23/11/2023,,,,,,,,,,,,,,
20/11/2021,,,,,,,,,,,,,,
09/01/2024,,,,,,,,,,,,,,
23/11/2023,,,,,,,,,,,,,,
01/12/2023,,,,,,,,,,,,,,
28/11/2023,,,,,,,,,,,,,,
09/01/2024,,,,,,,,,,,,,,
11/01/2024,,,,,,,,,,,,,,
11/12/2023,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2023,,,,,,,,,,,,,,
07/11/2023,,,,,,,,,,,,,,
15/01/2024,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
11/12/2023,,,,,,,,,,,,,,
29/11/2022,,,,,,,,,,,,,,
15/12/2023,,,,,,,,,,,,,,
30/05/2021,,,,,,,,,,,,,,
08/12/2023,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
01/11/2021,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
13/12/2023,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
28/11/2023,,,,,,,,,,,,,,
27/02/2024,,,,,,,,,,,,,,
07/11/2017,,,,,,,,,,,,,,
23/02/2024,,,,,,,,,,,,,,
